Title,Author,Pub_Info,Description
"Great and true news from London; or, a faithful account of several proceedings of most eminent concernment: relating to the horrid Popish Plot, and other transactions of moment: viz. First, the tryal and execution of the five notorious Jesuits, and traytors, with the substance of their last speeches, and answers thereunto. Secondly, the tryal of Rich. Langhorn the councellor, with his execution and speech on the 14th. of this instant. Thirdly, the manner of the","Care, Henry, 1646-1688.","[London?] : Printed for K.O., in the year 1679.","[2], 6 p. ; 4â°."
"[Hebrew] A relgious treatise upon Simeons song; or, Instructions advertising how to live holily, and dye happily. Composed at first for the use of the truly pious Sir Robert Harley, knight of the honourable order of the Bath but since published by Timothy Woodroffe, B.D. Pastor to the church at Kingsland, in Herefordshire.","Jagel, Abraham ben Hananiah dei Galicchi, active 16th century-17th century.","London : printed for Tho. Parkhurst, at the three Crowns, at the lower end of Cheapside, over-against the great Conduit, 1659. [i.e. 1658]","[50], 220, [4] p. ; 8â°."
"[Hebrew characters] Mystery Babylon: or, The whore of Rome intruding her Popish doctrines and antichristian poyson, wrapped up in Catholick and cathartick pills, composed by the Romish doctors bills, and hands of his Romish holinesses apothecaries in England, and wrapp'd u in sugar, to beguile the weaker conforming and dissenting protestants. By John Humphries.","Rowley, Alexander.","London : printed for W. Marshall, at the Bible in Newgate-street, 1686.","[8], 96 p. ; 12â°."
"[Hebrew; elegy on the death of Henry, duke of Gloucester]","Fisher, Samuel, 1605-1665.",[London] s.n. [1660],[No pagination provided] ; broadsheet
"[Hebrew] Elementa religionis, sive IV. capita catechetica totidem linguis descripta. In usum scholarum. [Hebrew] Appendicis loco additur [Hebrew] i. e. Syphrizia seu Complicatio radicum in primÃ¦ua HebrÃ¦orum lingua. Opera & studio A. L.","Robertson, William, -1686?.","Londini : typis R.D. Impensis Sam. Thomson ad insigne Equi candidi in Coemeterio Paulino, 1658.","12, [24], 13-24 p. ; 12â°."
"[Hebrew] or, A (pretended) visitor visited, for not visiting according to his bounden duty required by ancient and modern canons. In which is discover'd, how much iniquity abounds, by reason of his shameful, if not wilful neglect: at least how little care he hath taken to suppress it, by punishing or admonishing the guilty. Written by a friend to plain-dealing.","Grantham, Thomas, -1664.","London : printed by H. Clark, for the author, and are to be sold by Randal Taylor, near Stationers-hall, 1690.","[2], 130 p. ; 4â°."
"[Hebrew] or, An appeal to the scriptures. In a summary collection of scriptures, produced, and placed, in answer to twenty one questions, relating to this following enquiry. Viz. Whether the seventh, of last day of the week, in the weekly revolutions, and returns of it, formerly was, now is, and till heaven, and earth pass away, will be, the divine will, and pleasure of Jehovah Elohim, to be observed, and celebrated, as a weekly sabbath-day, according to the","Lloyd, Lodowick, active 1573-1610.","London : [s.n.], printed in the year 1676.","[2], 41, [1] p. ; 4â°."
"[Hebrew]: or, The doctrine of the Apostles revived, and rescued out of Popery: being an account of the administrations of Gods grace to simmers, under three several dispensations: viz. I. The mosaic, or aaronical, past. II. The Christian, or Messias, now. III. The restauration and ressurrection of the true Portestant church out of Popery. With the glorious effects, and marvellous transactions to be manifested from this present year to 1700. Viz. Eleven to come from","Lloyd, Lodowick, active 1573-1610.","London : printed for William Hull in Fleet-Lane, 1689.","[16], 144 p. ; 8â°."
"[Hebrew] or wisdome and prudence, exhibited in a sermon before the Right Honourable the Lord Chief Justice Rainsford, and the Lord Chief Justice North. In their late western circuit. By Tho. Tanner, Rector of Brightstone in Hants.","Lloyd, Lodowick, active 1573-1610.","London : printed for Thomas Passinger, at the three Bibles on London Bridge, [1677?]","[4], 28 p. ; 4â°."
"[Hebrew] Peace-offerings and lamentations: being the tears of a compunctionated and compassionate spirit, shed over the pale and cunsumptive face of heart-sick England, issuing as from the bleeding heart of a son over his languishing mother. Exprest in an antidote against her present plague, in an alexipharmacum against her too too epidemical pestilence. Written, intentionally only, by way of letter to his friend; but, though as a ruch candle, unbushel'd at last,","Bampfield, Francis, 1615 or 1616-1683.","London : printed for the author, M. DC. LXVI. [1666]","29, [1] p. ; 4â°."
"[Hebrew] Sepher Tehillim u-sepher echah the Hebrew text of the Psalmes and lamentations but published (for to encourage and facilitate beginners in their way) with the reading thereof in known English letters, excepting only the letter ..., which, because of incertainty of its genuine pronunciation, is left either to be read or not, according as the reason of the reader shall judge most convenient. By William Robertson, Master of Arts, from the University at","MuÌˆnster, Sebastian, 1489-1552.","London : printed for the author; and are to be sold by H. Robinson, A. Crook, L. Fawn, and S. Thomson, in Pauls Church-yard: and by G. Sawbridge, at the Bible on Ludgate Hill, where any who desires, may know where the author remains, 1656.","[4], 24, 17-104, 89-96, 113-129, 132-133, 136-137, 140-141, p.144, 137-200, 193-232, 225-248, 22, [2] p. ; 8â°."
"[Hebrew] Thesaurus linguÃ¦ sanctÃ¦ compendiosÃ¨ scil. contractus, planÃ¨ tamen reseratus, pleneque explicatus: sive, concordantiale lexicon HebrÃ¦o-Latino-Biblicum: in quo, lexica omnia Hebraica, huc usque edita, methodicÃ¨, succinctÃ¨, & quasi synopticÃ¦s, exhibentur; una cum concordantiis hebraicis; in quibus, universÃ¦, & singulÃ¦ voces HebrÃ¦0-BiblicÃ¦, (cum locis suis, quibus, in textu, occurrunt,) interpretatÃ¦ sunt, & expositÃ¦, atque etiam, ... opus,","Phillips, Edward, 1630-1696?.","Londini : excudebat Samuel Roycroft, in linguis orientalibus, typographus Regius. Impensis ThomÃ¦ Sawbridge; apud quem prostant venales, ad insignia Bibliorum, in vico vulgo vocato, Ludgate hill, MDC LXXXVI. [1686]","[16], 1063, 1056-1328 p. ; 4â°."
"[Hebrew] = Tractatus de patribus: Rabbi Nathane autore. In linguam Latinam translatus, unÃ¢ cum notis marginalibus. OperÃ¢ Francisci Taileri verbi divini in Ã¦de Christi apud Cantuarienses concionatoris.","Phillips, Edward, 1630-1696?.","Londini : typis E. Cotes, impensis G. & H. Eversden: & vÅ“neunt sub signo Canis leoparii in CÅ“meterio Paulino, MDCLIV. [1654]","[8], 142, [1] p. ; 4â°."
"The hope of Israel: written by Menasseh ben Israel, a Hebrew divine, and philosopher. Newly extant, and printed in Amsterdam, and dedicated by the author to the High Court, the Parliament of England, and to the Councell of State. Translated into English, and published by authority. In this treatise is shewed the place wherein the ten tribes at this present are, proved partly by the strange relation of one Anthony Montezinus, a Jew, of what befell him as he","Phillips, Edward, 1630-1696?.","Printed at London : by R[obert]. I[bbitson]. for Hannah Allen, at the Crown in Popes-head Alley, 1650.","[14], 90 p. ; 8â°."
"The hope of Israel: written by Menasseh Ben Israel, an Hebrew divine, and philosopher. Newly extant, and printed at Amsterdam, and dedicated by the author, to the High Court the Parliament of England, and to the councell of state. Whereunto are added some discourses upon the point of the conversion of the Jewes: by Moses Wall.","Phillips, Edward, 1630-1696?.","London : printed by R. I[bbitson]. for Livewell Chapman at the Crown in Popes-Head Alley, 1651.","[10], 62 p. ; 4â°."
"The hope of Israel written by Menasseh Ben Israel, an Hebrew divine, and philosopher. Newly extant, and printed at Amsterdam, and dedicated by the author, to the High Court, the Parliament of England, and to the councell of state, the second edition corrected and amended Whereunto is added, in this second edition, some discourses upon the point of the conversion of the Jewes. By Moses Wal[l].","Hoole, Charles, 1610-1667.","London : printed by R. I[bbitson] for Livewell Chapman at the Crowne in Popes-Head Alley, 1652.","[10], 62 p. ; 4â°."
"The Jevvish synagogue, or an historical narration of the state of the Jewes, at this day dispersed over the face of the whole earrh [sic]. In which their religion, education, manners, sects, death and burial are fully delivered, and that out of their own writers. Translated out of the learned Buxtorfius, Professor of the Hebrew in Basil, and diligently compared with the Talmud, and other writers, out of which it had its original. Also furnished with divers marginal","Phillips, Edward, 1630-1696?.","London : printed by T. Roycroft for H. R. and T. Young at the Three Pigeons in St. Pauls Church-yard, anno Dom, 1663.","[12], 104, 97-210, 209-256, 287-334 p. ; 4â°."
"The Jewish calendar explained; or, Observations on the ancient Hebrew account, of the year, months, and festivals used by the patriarchs, and mentioned in Holy Scripture. Wherein is shown the order, names, and significations of their moneths. The reasons for first instituting their several feasts, as Passover, Tabernacles, &c. with the exact days whereon they were celebrated; and what they were to shadow forth under the Gospel. Published for assisting weak","Phillips, Edward, 1630-1696?.","London : printed for T. Passinger, at the t[hree] Bibles on London-Bridge, 1674.","[4], 43, [1] p. ; 8â°."
The Jews catechism. Which was lately translated out of Hebrew into Latine. By the eminently learned Ludovicus de Compeigne de Veil.,"Phillips, Edward, 1630-1696?.","London : printed for Benjamin Harris, at the Stationers Arms in the Piazza under the Royal Exchange, in Cornhill, 1680.","[16], 77, [1] p. ; 12â°."
"The learner's help. for the more easie understanding of the Hebrew tongue: whereby may presently be found out the root of any Hebrew word in the Bible, the like not hitherto done by any.","Rogers, John, 1627-1665?.","London : printed by William Du-gard, and are to be sold by Thomas Pierrepont at the Sun in St. Pauls Church-yard, 1658.","[6], 37, [1] p. ; 8â°."
Makatav liSamoal Fishayr al cal bayet yakov al can pani haaretz ...,"Elderfield, Christopher, 1607-1652.","[London? : s.n., 1660?]",[2] p. ; 4â°.
"Maphte-ach hammikra; O, miphtach sepher hakkodesh. A key to the Hebrew Bible, by which, most of the words in all the historical books, together with many (if not all) of the most used words, thorow all the prophecies, are unlocked and opened, in an alphabetical praxis, upo the Psalms of David and Jeremiah's Lamentations; wherein all the words in these two books ... are alphabetically resolved, explained, and reduced to their roots, according to the ... letters of","Owen, John, 1616-1683.","London : printed for the author; and are to be sold by H. Robinson, A. Crook, L. Fawn, and S. Thomson, in Pauls Church-yard: and by G. Sawbridge, at the Bible on Ludgate Hill, where any who desires, may know where the author remains, 1656.","[24], 320, 325-372, 56, 67-242, 241-248, 241-301, [3], 181, [3] p. ; 8â°."
